Price,Close,High,Low,Open,Volume,rsi,macd,atr,ema20,ema50,vol_z,sma20,sma50,sma200
2024-08-06,1681.6197509765625,1725.6504891423297,1675.6177387613052,1690.3586573166167,7690163.0,51.75824925601345,-15.725748571972332,38.77058961650658,1701.1232350987414,1600.704770021247,-0.2282388789518567,1710.943212890625,1556.6415795898438,1460.7154614257813
2024-08-07,1720.5609130859375,1726.5629255103806,1692.183351452448,1724.7382902879888,5094329.0,58.174444849953176,-16.244298031772928,39.21148853917168,1702.9744425260935,1605.4050109257446,-0.6741557721623108,1717.4013793945312,1563.347724609375,1462.373383178711
2024-08-08,1673.9853515625,1709.3251315403352,1658.572136260406,1709.3251315403352,6227910.0,49.66604339928101,-19.2753312666554,40.83843770248309,1700.213576720037,1608.0944360487547,-0.44559306495555906,1721.9581115722656,1569.2033227539061,1463.9327331542968
2024-08-09,1700.4901123046875,1710.0933319139192,1686.325363381071,1700.9702732851492,4258524.0,53.806489761675714,-19.01450106915302,40.50054789169281,1700.2399134423847,1611.7177959019286,-0.7324327958844677,1727.6264099121095,1575.8921752929687,1465.7842401123046
2024-08-12,1726.082763671875,1731.9407043499043,1697.9452825491308,1702.698946723047,4315329.0,57.446460233335024,-16.718938591462702,40.035896028055724,1702.7011372737647,1616.2026965987893,-0.6457387814966274,1731.7389892578126,1583.5353784179688,1467.7497686767579
2024-08-13,1726.130615234375,1738.1827024097588,1718.0640047615366,1738.1827024097588,4176918.0,57.45321093959837,-14.860486121464348,38.61323900092476,1704.932516127156,1620.5135953688123,-0.63899533851599,1736.079638671875,1591.0364501953125,1469.6769647216797
2024-08-14,1750.9071044921875,1752.5876680094568,1726.130749746865,1730.5002617824882,7450718.0,60.91098472494195,-11.761434944537847,37.74493998479312,1709.3110483523974,1625.627066314827,-0.07018800624298413,1740.746807861328,1599.0522583007812,1471.7368725585939
2024-08-16,1785.1904296875,1787.9753867685558,1756.908995346757,1776.5955951852964,7335657.0,65.13345460022164,-7.413747166971618,37.6966072913342,1716.5376560985976,1631.8844531137556,-0.056607158996349355,1745.5916259765625,1607.989013671875,1474.000263671875
2024-08-19,1790.8084716796875,1793.449357119504,1775.827355039649,1786.1988792940135,2585989.0,65.78569291192433,-4.323805113003743,36.26270691908568,1723.6110671063204,1638.1167675673216,-1.5917741727008425,1749.0415893554687,1616.338056640625,1476.3214868164061
2024-08-20,1797.914794921875,1810.879141874375,1794.0735069359491,1805.405353385153,3870333.0,66.63589377515828,-2.079340121412457,35.10613286734294,1730.6876126125637,1644.3833568753435,-0.9412776013557008,1751.9873840332032,1624.0196728515625,1478.7646807861329
2024-08-21,1798.394775390625,1804.444850251852,1793.0169961955314,1800.6995713961778,1966902.0,66.69609042224546,-0.9006008152800149,33.4148272379842,1737.135913829522,1650.4230203465308,-1.5436846943246287,1753.70634765625,1630.5325732421875,1481.3072485351563
2024-08-22,1805.6453857421875,1818.513723597305,1795.51394205871,1809.2465931329775,4300287.0,67.6457327414339,-0.01749075133096767,32.67089540231354,1743.660625440252,1656.5101719306742,-0.5663896863352659,1755.9294982910155,1637.840625,1483.9359674072266
2024-08-23,1788.215576171875,1807.902177209496,1783.3179574078772,1803.67673695606,5015935.0,62.99547569143991,-0.940976334407921,32.09327571654963,1747.903954081359,1661.6750897440547,-0.2647647291486114,1757.7181030273437,1644.8769067382811,1486.3791528320312
2024-08-26,1801.7081298828125,1813.8081635443525,1790.0401942272256,1795.8021261828926,3728589.0,65.00122038608106,-0.9728527694779032,31.62894083483019,1753.028161300545,1667.166581514202,-0.7272937570303457,1757.5860595703125,1652.3856665039064,1488.9053344726562
2024-08-27,1824.7076416015625,1827.2525181137996,1799.5472543971127,1801.7079786991785,3830679.0,68.16850443842226,0.16471432980376477,31.34867818353424,1759.8547784720706,1673.3446623019418,-0.6551946598338285,1758.9785217285157,1660.1863598632813,1491.5872326660156
2024-08-28,1862.1602783203125,1873.588133022963,1822.1148997127973,1831.237958279541,6514531.0,72.5283172300809,2.897622088534675,32.78614640686505,1769.5981594099985,1680.7491962634465,0.5045219822535819,1761.9531188964843,1668.8330981445313,1494.5234759521484
2024-08-29,1856.638427734375,1873.1079727033768,1844.6824662886909,1856.3023384955795,7228284.0,70.9846204500652,3.7380592746797987,32.4746721217094,1777.8877087742248,1687.646813183875,0.7774398762007948,1765.0789672851563,1677.19078125,1497.356791381836
2024-08-30,1866.5777587890625,1872.6278340667684,1851.5007508106305,1861.1039704725115,13466759.0,72.13431204143069,4.326452162067916,31.66413005988287,1786.3343802042093,1694.6637130115296,2.758168980963487,1769.4532348632813,1685.4946850585939,1500.1508319091797
2024-09-02,1886.552490234375,1897.356112283312,1865.713550595146,1866.241657337013,5573739.0,74.33520711936862,5.356598987250827,31.6625894619031,1795.8789621118442,1702.1887630986998,-0.07119454505714062,1776.3339416503907,1694.1202978515626,1502.977666015625
2024-09-03,1864.22509765625,1888.9533893572925,1859.6155051280512,1888.9533893572925,4694322.0,67.88131693039657,3.8977951213129387,31.49653908814155,1802.388117877978,1708.5431291597802,-0.31148019674150035,1785.4257934570312,1701.96708984375,1505.6881549072266
2024-09-04,1846.1708984375,1850.7324277310104,1824.6597803927025,1844.8744872415468,4778310.0,63.109879102763486,1.2192594440918683,32.07288038638483,1806.5579065026943,1713.9402965824358,-0.22358797792277538,1793.6533508300781,1709.55939453125,1508.3709826660156
2024-09-05,1856.4464111328125,1863.0245930805456,1833.8307821972223,1849.8201661965988,4081810.0,64.63358114387458,-0.27821014395998134,31.867232564737577,1811.3091926579436,1719.5287716628427,-0.48672615230242444,1800.4476257324218,1717.0729541015626,1511.1814477539062
2024-09-06,1826.3883056640625,1859.6634851962024,1821.5866958391305,1845.7388167038996,5848106.0,57.19195723758431,-3.5302737454665447,32.3107723356186,1812.7452986585263,1723.7193416236748,0.24518568180291014,1808.0677734375,1724.0093603515625,1513.8696319580079
2024-09-09,1819.47412109375,1844.6345108844123,1814.048278287708,1815.008600298448,4772612.0,55.60598676341755,-6.226567163414288,32.187590925696156,1813.3861388904522,1727.4744310146582,-0.20776807689429055,1814.0169738769532,1730.1803930664062,1516.5011193847656
2024-09-10,1836.4237060546875,1858.2229673598688,1820.7704114285848,1829.317300201853,6909600.0,58.63431627338889,-6.896048813544432,32.65625202144063,1815.5801929060938,1731.7469516044634,0.6155609737801118,1819.5340209960937,1736.8171801757812,1519.0434161376952
2024-09-11,1834.3590087890625,1849.5800883553493,1829.4133272673623,1838.7284033553788,5312946.0,58.114268199132034,-7.457798359805565,31.76414552619394,1817.3686515616146,1735.7709538469967,-0.062007005724182725,1824.9454406738282,1742.9507568359375,1521.4134539794923
2024-09-12,1873.06005859375,1878.774045014654,1834.9833838435984,1848.619909793952,8555092.0,64.4746233304933,-5.304003098188701,32.667780576150896,1822.6725950884847,1741.1548403076538,1.2222731668062605,1831.0530883789063,1749.2773559570312,1524.0115966796875
2024-09-13,1866.9617919921875,1880.8864596141436,1858.8471187859725,1873.05981264334,3843127.0,62.85496579353415,-4.407961284155618,31.908606308438056,1826.8906138412183,1746.0884462560668,-0.6069532607436776,1835.1416564941405,1755.3600317382814,1526.5837200927735
2024-09-16,1872.867919921875,1874.548483367517,1856.3504289468576,1868.5464710616527,1570181.0,63.8033490945571,-3.571087906930032,30.929281173596728,1831.269404896519,1751.0601903213926,-1.4647219880189928,1839.24462890625,1761.1142797851562,1529.174076538086
2024-09-17,1875.0767822265625,1880.7425882881328,1865.0894099053755,1870.4671897008432,2793127.0,64.1717823445465,-3.0429820679179684,29.838130974251047,1835.441536070809,1755.9235860823796,-0.9464511240947152,1843.1027282714845,1766.9741674804689,1531.6869775390626
2024-09-18,1817.0732421875,1861.8242226231127,1806.6537722399733,1861.8242226231127,6385468.0,49.82875045766887,-6.571769199533932,32.594193760846636,1833.6921747485892,1758.3216118119922,0.3736030604392561,1844.0366516113281,1771.4012524414063,1533.950108642578
2024-09-19,1819.041748046875,1848.5237015550497,1804.2528841458936,1834.791051102084,7976570.0,50.235273696685276,-8.616099142636983,33.42823830715445,1832.2968960150924,1760.7027936251247,0.9248691909756072,1844.7064697265625,1775.9541357421874,1536.2788653564453
2024-09-20,1830.133544921875,1839.016522904573,1793.3052218119396,1829.4133034638185,15242974.0,52.567426628935436,-9.020967973232612,34.305599934688665,1832.090862577643,1763.4255681857817,2.750759390324097,1846.8023681640625,1780.8997924804687,1538.6381323242188
2024-09-23,1821.2025146484373,1842.761812755645,1803.9167195535472,1833.2546020080952,3636672.0,50.51467090686473,-9.634279887907475,34.62984945378932,1831.0538770605758,1765.6913307921604,-0.7601595681101218,1847.7770874023438,1785.5813598632812,1540.8731878662109
2024-09-24,1823.2672119140625,1835.0792186672709,1797.1465020357018,1813.087822795001,7277616.0,50.99113991787572,-9.62240894925488,34.865768537916445,1830.312289903765,1767.9492084832154,0.2919363135320682,1847.7050659179688,1789.1700805664063,1543.1395153808594
2024-09-25,1820.098388671875,1826.148347119212,1802.3324311332524,1811.503436175212,4268341.0,50.19236906812837,-9.531367440102862,34.07649335563382,1829.3395374054899,1769.9942743729669,-0.5884165660873345,1845.6019714355468,1792.7856958007812,1545.4034143066406
2024-09-26,1824.8516845703125,1841.8493352545952,1817.8893508178403,1822.498942813643,8952803.0,51.42165171203158,-8.868180847066405,33.353885575713896,1828.9121228497588,1772.1455453610981,0.79247830664156,1844.0126342773438,1796.131455078125,1547.6343566894532
2024-09-27,1831.093994140625,1896.2518191297415,1827.7809300940016,1855.438133669678,14908931.0,53.06010153529545,-7.765912384883581,36.071474788836404,1829.1199201155555,1774.4572492348052,2.4228685444202895,1842.2384460449218,1798.9874536132813,1549.9454669189454
2024-09-30,1801.179931640625,1825.8122145485347,1796.282312853667,1805.40537191387,6986955.0,45.19359252028635,-8.735933760190816,35.981489538702235,1826.458968832229,1775.505197564445,0.15535745421543565,1837.9698181152344,1800.5748681640625,1552.0112103271485
2024-10-01,1828.7891845703125,1833.2066423426224,1800.603757202924,1800.603757202924,4029072.0,52.23257296834977,-7.263061569426803,35.74016065305911,1826.680894140618,1777.5947656823223,-0.6711231972337273,1836.1980224609374,1802.370673828125,1554.2545428466797
2024-10-03,1818.2735595703125,1835.991452228292,1806.3655442331449,1814.528280610594,7503887.0,49.618674579991854,-6.7527280685315585,35.30342832035111,1825.8801956101127,1779.190012501459,0.27234504957032807,1834.803155517578,1803.4558349609374,1556.326434326172
2024-10-04,1842.0416259765625,1876.5651542030091,1811.1672509312864,1814.5764408447044,10001483.0,55.08934010646517,-4.669151770578225,37.45303367402051,1827.4193794545365,1781.6547816573454,0.8884518130756031,1834.0829162597656,1805.0730200195312,1558.5296411132813
2024-10-07,1857.5509033203125,1864.9453358766805,1840.025026708701,1846.8912352709824,6112575.0,58.27329604107736,-2.225136561266778,36.55783906644615,1830.2890483941344,1784.6311001539325,-0.20791381147407667,1835.641046142578,1807.1751684570313,1560.8690026855468
2024-10-08,1871.2353515625,1880.2622839615103,1830.7096956078076,1861.007899519078,5637391.0,60.90682994172833,0.20529066520024486,37.48603544410734,1834.1886963149311,1788.0273453072098,-0.35582833358812954,1838.2291076660156,1808.5128955078126,1563.4041217041015
2024-10-09,1875.2686767578125,1898.5564839074104,1867.922190438456,1875.07665925967,4857163.0,61.67460171389348,1.883414170940732,36.996625303024985,1838.1010754047293,1791.4485739915472,-0.5430233857081666,1840.1713562011719,1810.0811010742189,1565.7125030517577
2024-10-10,1842.8577880859373,1886.07227503949,1838.1521871723023,1880.2143346978123,4782119.0,52.715191461080245,0.6719610013903949,37.77687262903661,1838.5540956600823,1793.464621603092,-0.5545236058731285,1840.5962951660156,1810.8848901367187,1567.4965936279298
2024-10-11,1858.3189697265625,1869.7468243014484,1834.310921135121,1841.8974879353768,4709431.0,55.99895929917258,0.7664356835622996,37.60966052455739,1840.4364646187946,1796.0079293726399,-0.5207862052241004,1839.8592407226563,1812.1688403320313,1569.424129638672
2024-10-14,1881.1746826171875,1891.354071794841,1854.477685639696,1855.4860705732613,3751378.0,60.3793166758657,2.144642971660465,37.55728378388509,1844.3162949043558,1799.3478020488967,-0.7863031825659947,1840.5698852539062,1814.2104858398438,1571.4944232177734
2024-10-15,1881.558837890625,1912.433094709219,1874.3083602991192,1882.2310163628915,5353705.0,60.45058284174795,2.8162506990760487,37.59781597147185,1847.863203760191,1802.5717642387685,-0.4130102205701734,1841.0044311523438,1816.8628955078125,1573.6697302246093
2024-10-16,1843.9141845703125,1881.7989564876757,1840.312977195666,1877.42944464905,3111512.0,50.80648199543741,0.5764401968797053,37.875541922938844,1847.4871066944884,1804.1930356243192,-1.0829514618313938,1839.4463012695312,1820.09341796875,1575.6586975097657
2024-10-17,1890.0096435546875,1899.516854492198,1853.5654717255,1858.415027332384,8162822.0,59.35690414514727,1.9720082308462015,39.14176535143503,1851.5368721097454,1807.5583927980592,0.38283591563722236,1843.0931213378906,1824.2612158203126,1577.751512451172
2024-10-18,1805.0211181640625,1859.9995499352583,1795.0818094027522,1818.657760223304,10526196.0,44.12768454605107,-2.7969651324915503,43.12648455147077,1847.1068003053947,1807.45889183202,1.0143657409176863,1842.39208984375,1825.950419921875,1579.5085906982422
2024-10-21,1779.236572265625,1823.459446927408,1765.0718228709857,1816.064897246326,4654601.0,40.71464778251921,-7.395121643380298,44.21656594468159,1840.642969063512,1806.3521342019653,-0.6176220186469075,1839.8472412109375,1828.0554443359374,1581.027769165039
2024-10-22,1778.132080078125,1803.2925852339904,1773.666559613223,1784.470181434696,4125240.0,40.56989678222626,-10.053292149201553,43.17438449297344,1834.6895510649038,1805.2454654127953,-0.8133039396707495,1837.6937194824218,1829.6082836914063,1582.562373046875
2024-10-23,1799.067138671875,1811.1671716222952,1770.833650303029,1772.034052723245,4311910.0,44.59101897752918,-9.926745191657233,42.971465694851496,1831.2969403608058,1805.003178089622,-0.6900500004805787,1836.4837158203125,1831.0679711914063,1584.2946240234376
2024-10-24,1789.415771484375,1809.246441971513,1786.1987165960795,1787.5431906883384,2906475.0,43.14178587111235,-9.99075425526671,41.54834138632163,1827.3082576106694,1804.3919072423575,-1.1206244707837543,1834.9495849609375,1832.3336743164064,1585.9388403320313
2024-10-25,1788.16748046875,1801.9000136074255,1773.138418954866,1789.5118373771484,4689120.0,42.947366703424095,-9.611809040327024,40.63500233391005,1823.5805645495343,1803.75565521202,-0.4631945244626183,1833.1153747558594,1833.0788818359374,1587.6566058349608
2024-10-28,1791.3365478515625,1807.229923208772,1783.3178829165497,1785.9107053224764,7018940.0,43.64174922087665,-8.671280849081842,39.440505045218075,1820.5097058163942,1803.268631393963,0.6420248271519079,1831.1275024414062,1833.2018041992187,1589.5992266845703
2024-10-29,1786.4317626953125,1798.378144066303,1776.4277753656768,1792.9391324904534,4621252.0,42.77403541583748,-7.923558173869482,38.191209592032955,1817.2641874239102,1802.6083620332317,-0.4386075099693984,1830.3900939941407,1833.1142700195312,1591.4104650878905
2024-10-30,1750.301025390625,1786.1404080241402,1744.7163014394891,1779.3416136488445,5919715.0,36.94645064784511,-9.310587043776696,38.44294185373227,1810.8867434207402,1800.5570939296001,0.13597979521626052,1826.4656860351563,1832.1619946289063,1592.947607421875
2024-10-31,1706.740234375,1736.5092654474463,1696.2992285309076,1736.5092654474463,7395236.0,31.39319671422784,-12.415874438498795,39.554288639874066,1800.968028273527,1796.8780013980472,0.852484713125176,1820.8890197753906,1830.3289038085939,1594.3128430175782
2024-11-01,1710.236572265625,1715.2385657478123,1701.6895882617994,1713.7816813488191,371966.0,32.27310678119814,-13.403974369817835,37.69676641459828,1792.3269372251552,1793.480298294815,-2.256892716162755,1814.2987670898438,1828.4207275390625,1595.6649615478516
2024-11-04,1712.9561767578125,1716.2098616116575,1668.618303479812,1674.9314693544443,7336722.0,32.993000378305524,-13.032283326619247,38.4035372515445,1784.7678171806465,1790.3224896070894,0.9818083516217195,1807.0690307617188,1826.9155395507812,1597.0749279785157
2024-11-05,1703.7777099609375,1717.6181118779048,1694.842199656711,1709.4110437798347,3160880.0,31.765798508313864,-12.557390206539203,37.28727832080516,1777.0544736359125,1786.9285766797893,-0.872649384120451,1798.6961486816406,1824.9569311523437,1598.5599835205078
2024-11-06,1771.2801513671875,1774.679548579323,1711.985022561022,1713.296194916247,10421494.0,47.29309190612413,-7.120489452784803,39.68831834206089,1776.504538181748,1786.3149129420403,2.015360357553562,1793.4967224121094,1823.8883813476561,1599.8244860839843
2024-11-07,1751.2237548828125,1773.22261567757,1735.6350435250165,1760.8390975998177,4550965.0,44.083238169114075,-4.430081210849497,39.53826504281036,1774.0968445342305,1784.9387890965804,-0.32012231532389274,1788.915020751953,1821.6696508789062,1600.8034692382812
2024-11-08,1777.3504638671875,1787.694367437014,1761.0334287500186,1765.7439982122546,4210960.0,48.944474866453625,-0.6447619625985688,39.319147007909734,1774.4067130421313,1784.6412077150358,-0.4439476421869803,1784.8665954589844,1820.0838916015625,1602.0098236083984
2024-11-11,1806.6337890625,1814.306737413767,1770.163186757311,1776.427742360696,3804234.0,53.79323484016256,3.831311017609149,39.66374726852018,1777.4759583774044,1785.5036618855247,-0.606758120350959,1781.13955078125,1818.8850122070312,1603.3218756103515
2024-11-12,1815.083740234375,1826.9330191433785,1807.507894006288,1817.317558488208,5012450.0,55.117821448234324,7.167422320482224,38.28056746940292,1781.0576518875919,1786.6636649580287,-0.12030792346803985,1777.8157958984375,1817.4556372070313,1604.6648785400391
2024-11-13,1814.6953125,1819.3572716489664,1802.943134866599,1807.605094015565,4257495.0,55.03971413848278,9.03376256254938,36.71867956318609,1784.2612386125832,1787.7629452537922,-0.4497685855747777,1776.3548522949218,1816.4650415039061,1605.9277966308593
2024-11-14,1810.9559326171875,1822.0767695268305,1802.6516440521305,1811.975680567675,4311431.0,54.24279232746424,9.64660242852992,35.48342569972281,1786.8035904225453,1788.6724741700039,-0.362019268992932,1772.402166748047,1815.7607421875,1607.2522790527344
2024-11-18,1759.3822021484375,1796.047127993138,1743.4050832115963,1796.047127993138,4839244.0,44.6421864234464,6.366983401801262,37.77395596442769,1784.1920296345352,1787.5238360515111,-0.027774763484133616,1770.1202209472656,1813.8194580078125,1608.1623712158203
2024-11-19,1772.2999267578125,1806.24528689049,1768.2206977377823,1773.0283689800722,4669769.0,47.164641396792646,4.920751955483706,38.42317944854375,1783.0594484081807,1786.9268200007778,-0.1110628800878605,1769.773388671875,1812.7376904296875,1609.166708984375
2024-11-21,1781.3326416015625,1813.335488851637,1768.26917339711,1789.0540816629436,5436504.0,48.91744815921557,4.440318531925239,38.89768916325683,1782.8949906170742,1786.7074404557106,0.23255809037463712,1769.933416748047,1811.9748608398438,1610.2750531005859
2024-11-22,1847.572265625,1859.0331371970144,1781.2840242640295,1800.80625185363,6301486.0,59.52239373925929,8.231104626314888,41.67279086109454,1789.0547310940194,1789.0942963447026,0.6035421743568808,1772.3586730957031,1812.19783203125,1611.7388391113282
