Price,Close,High,Low,Open,Volume
Ticker,ICICIGI.NS,ICICIGI.NS,ICICIGI.NS,ICICIGI.NS,ICICIGI.NS
Date,,,,,
2023-10-11,1291.1708984375,1302.1308382125499,1284.191766216392,1297.5109608179914,306389
2023-10-12,1302.327392578125,1306.6524527463293,1290.040358004006,1294.5619627291676,477626
2023-10-13,1291.56396484375,1313.1400709960474,1288.025322647396,1297.5109379723554,293987
2023-10-16,1314.761962890625,1319.5783846978577,1290.6301777551037,1290.6301777551037,298736
2023-10-17,1337.1734619140625,1341.2035855193133,1313.7298224145452,1317.1701923198582,601632
2023-10-18,1335.4041748046875,1345.086334494374,1322.1832530031395,1338.8445446429928,252462
2023-10-19,1348.330078125,1384.4539624546314,1338.549645874162,1347.4455075624535,1120954
2023-10-20,1364.499755859375,1374.1819148809877,1336.5835899566687,1348.2808705979041,496087
2023-10-23,1375.2142333984375,1395.2175035448724,1356.0464576825282,1364.4999142565562,1275080
2023-10-25,1354.817626953125,1386.2232392976587,1347.6911469070992,1375.2631804701389,511978
2023-10-26,1332.5535888671875,1351.1806865606754,1322.4782198265736,1339.1393918536005,368083
2023-10-27,1339.1636962890625,1349.1283486494492,1332.1588488140244,1336.84520654916,347173
2023-10-30,1336.3519287109375,1340.4956074477607,1314.4000421005142,1334.378725420113,222640
2023-10-31,1355.393310546875,1366.245928021109,1333.8853477422147,1336.3518517136315,519546
2023-11-01,1339.607666015625,1366.83784538458,1336.6478612921567,1355.146640813833,197008
2023-11-02,1352.5322265625,1360.1783893527731,1336.8452362348562,1342.8634822150846,349810
2023-11-03,1344.4420166015625,1359.2904195673334,1341.7782403277615,1359.2904195673334,131204
2023-11-06,1357.415771484375,1366.0979136372957,1334.3786484792827,1344.737965158789,418854
2023-11-07,1361.1156005859375,1371.5242960781256,1339.3117283947886,1356.5772571217933,611603
2023-11-08,1349.671142578125,1366.3447356048252,1343.0115810193513,1361.1156983551357,290849
2023-11-09,1339.015625,1351.0522366159437,1335.858548097162,1348.7337469746628,179012
2023-11-10,1334.132080078125,1344.1953687256598,1325.9926164725457,1331.9122263675124,285344
2023-11-13,1340.890380859375,1346.6619768658159,1318.0999050903526,1343.4062634329732,675464
2023-11-15,1376.851806640625,1384.2019398293228,1341.975346377662,1355.5411173489044,627341
2023-11-16,1380.8475341796875,1388.1484098893702,1373.4974006523303,1381.143562824784,439134
2023-11-17,1426.7740478515625,1464.2155335447246,1382.2289577804618,1384.9914906665672,2327051
2023-11-20,1426.7247314453125,1431.8057544196147,1400.9744504915438,1426.7741097055098,717176
2023-11-21,1445.1246337890625,1465.1033153621831,1429.042980200745,1429.585659232191,757349
2023-11-22,1429.6844482421875,1455.0894411084323,1419.571781178925,1450.3044471215505,206343
2023-11-23,1419.7198486328125,1457.3587276366145,1416.6120291857503,1429.2898369646264,499224
2023-11-24,1419.2264404296875,1430.572359140109,1407.4858569815149,1415.1813978459693,701500
2023-11-28,1430.6710205078125,1438.3171832521814,1413.8495347310634,1420.7063679859762,1106120
2023-11-29,1421.29833984375,1437.0347087203959,1413.2575121568818,1436.3933935487855,851718
2023-11-30,1460.1705322265625,1470.0365493362015,1417.0067073718922,1417.0067073718922,1003720
2023-12-01,1438.1199951171875,1472.0097394965226,1430.1285454173321,1472.0097394965226,454189
2023-12-04,1451.1925048828125,1460.4665852070934,1425.2448312789381,1445.2728945185627,589575
2023-12-05,1446.703369140625,1467.5206407859996,1434.5188623131598,1451.2417128436562,677843
2023-12-06,1426.330078125,1451.0938779867654,1420.3612098974495,1449.268568431737,313506
