Price,Close,High,Low,Open,Volume
Ticker,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
Date,,,,,
2023-10-11,1139.2578125,1165.6447430723554,1135.0505563774047,1157.9162001400439,2186131
2023-10-12,1119.2730712890625,1141.9558306925144,1111.4073135059505,1138.7088651725294,3921609
2023-10-13,1148.6783447265625,1158.373354021492,1105.3708437140729,1107.6116318357892,5740821
2023-10-16,1162.1690673828125,1170.0806013323477,1152.7027145373934,1155.1721590540644,2527113
2023-10-17,1168.1142578125,1169.8062930606927,1162.4892873183271,1169.7148528186426,1687345
2023-10-18,1161.071533203125,1172.0928173861903,1159.1966175347677,1168.8916274830676,1743126
2023-10-19,1159.151123046875,1165.9193771009054,1156.910334230056,1158.6481457862985,2279726
2023-10-20,1162.151611328125,1164.690874790024,1150.0092925944127,1156.0574015627444,1625449
2023-10-23,1141.8836669921875,1163.9059829604003,1137.8670365993241,1152.363876822356,1646367
2023-10-25,1134.8201904296875,1156.8887260333006,1131.4037711510482,1136.8515565873793,1420065
2023-10-26,1137.405517578125,1143.314986606534,1119.1689872308996,1121.89287958881,4617424
2023-10-27,1171.4775390625,1172.6779631662655,1138.928800321074,1142.2068034934414,2675348
2023-10-30,1167.830322265625,1177.1102208714638,1159.7508478083614,1172.678006939983,1158770
2023-10-31,1178.218505859375,1181.7734529459412,1160.3974441875205,1174.525030919377,2525870
2023-11-01,1162.4749755859375,1187.4059303960191,1159.1047700158174,1181.9119317371965,1572719
2023-11-02,1175.8177490234375,1177.295116430286,1168.0614292425976,1168.9847979613664,1368604
2023-11-03,1169.2156982421875,1188.652655824504,1166.2147497570645,1184.3127550010856,2052536
2023-11-06,1172.4012451171875,1181.4503038634673,1168.1999849760589,1178.4493554558424,1175823
2023-11-07,1176.3255615234375,1179.7881942992817,1170.0005081960774,1171.7549313456873,1385282
2023-11-08,1170.5084228515625,1182.6507445025863,1168.8925275330284,1181.9120044134631,937671
2023-11-09,1170.369873046875,1178.0338786431319,1165.1067163372886,1170.5084009004768,1483749
2023-11-10,1159.2431640625,1173.601592120915,1154.8110620286427,1165.5683296923653,1469902
2023-11-13,1164.367919921875,1166.768655976471,1157.258026084051,1163.4445512304221,730991
2023-11-15,1178.818603515625,1184.6819718698525,1171.2008121922217,1177.2950227077645,2410620
2023-11-16,1210.58251953125,1216.9536730743832,1180.065140414606,1185.420723696901,3936945
2023-11-17,1208.8280029296875,1224.1558988637014,1206.2887393265382,1212.752319407282,2882039
2023-11-20,1223.8326416015625,1229.6497955655655,1213.3062180796132,1214.1833730748247,2831858
2023-11-21,1224.9407958984375,1233.6204835202775,1220.508694126106,1233.2511135269424,1514256
2023-11-22,1227.803466796875,1233.3898932075217,1219.2162044568743,1224.9410460168747,1535630
2023-11-23,1227.1568603515625,1232.9279140590097,1224.1096989076734,1231.7274898015037,1307344
2023-11-24,1208.8280029296875,1230.527164629327,1205.5962128893157,1227.0645324432141,1795933
2023-11-28,1215.75341796875,1218.7543662352848,1196.0395188225407,1208.8281527382849,2152951
2023-11-29,1231.7276611328125,1236.206089605448,1220.2317656348746,1222.540187438951,1835524
2023-11-30,1238.1448974609375,1243.5927943884944,1227.8031021864815,1234.5437376128314,4104385
2023-12-01,1234.2667236328125,1245.6242021412122,1226.233462152357,1242.8540964285187,1854324
2023-12-04,1235.4208984375,1246.5475344797667,1229.003532142644,1246.5475344797667,1547057
2023-12-05,1216.58447265625,1243.7776357152586,1208.04331220312,1243.7776357152586,3932040
2023-12-06,1227.664794921875,1237.2677384058761,1218.4311087134922,1223.4634226107025,2077245
2023-12-07,1226.2335205078125,1234.5438380413746,1223.7865711353068,1229.0036263523332,1985003
2023-12-08,1259.5672607421875,1264.9689452638977,1227.1570408960163,1230.8505158121818,4509751
