Price,Close,High,Low,Open,Volume
Ticker,GILLETTE.NS,GILLETTE.NS,GILLETTE.NS,GILLETTE.NS,GILLETTE.NS
Date,,,,,
2023-10-11,5904.40478515625,5925.061798996567,5802.866618065973,5836.4925263308305,26005
2023-10-12,5863.89404296875,5987.598027946508,5835.408436494786,5929.966833202668,13510
2023-10-13,5964.58349609375,5975.336179427064,5840.31348162816,5863.894129534344,11616
2023-10-16,5930.95751953125,6021.365354168772,5904.547194164698,5964.017403310927,11656
2023-10-17,5910.30029296875,5964.158582389594,5887.615894963481,5931.0042850897735,5983
2023-10-18,5890.5869140625,5961.187462114155,5876.297134330884,5910.300242513604,7462
2023-10-19,5952.83984375,5965.903614131581,5860.262316932729,5914.308974936554,7402
2023-10-20,5949.72802734375,6046.078468073288,5906.52800157935,5970.431561050795,13493
2023-10-23,5879.2685546875,5968.356427109126,5784.238543190097,5949.6802775461265,14309
2023-10-25,5824.8916015625,5937.229899446585,5741.085887428276,5876.391828310518,15449
2023-10-26,5778.2958984375,5819.703420614904,5697.555674590652,5810.271162234652,13781
2023-10-27,5884.1728515625,5917.79875973504,5765.467790704563,5864.883699433611,7722
2023-10-30,5859.46044921875,5886.154017461386,5787.869698371773,5850.028190594392,3997
2023-10-31,5776.59814453125,5939.493440257759,5673.598153489455,5877.240531403223,50761
2023-11-01,5933.88037109375,5983.824360469945,5776.456080203998,5786.690172049671,38199
2023-11-02,5888.37060546875,5961.14085384602,5844.746406547868,5961.14085384602,8074
2023-11-03,5895.4443359375,5951.755103309888,5874.787781969766,5888.370142074612,5683
2023-11-06,5921.005859375,6055.50995771273,5895.491784353296,5973.402331684365,12558
2023-11-07,5993.30419921875,6014.243997910873,5905.819999131514,5989.437341570858,12853
2023-11-08,5978.2607421875,6192.27862730885,5942.323739839415,5998.917299266457,22262
2023-11-09,6010.51806640625,6050.793995541922,5950.859029739371,5979.108828954053,9785
2023-11-10,6011.5087890625,6031.92953737031,5989.4843725256405,6031.92953737031,6632
2023-11-13,6041.927734375,6063.055901783939,5978.30696512081,5978.30696512081,5106
2023-11-15,6090.220703125,6107.340621365912,6010.046502991087,6055.557151890632,9918
2023-11-16,6044.8046875,6130.968467224359,6019.05480416147,6121.6306227477235,19424
2023-11-17,5978.11865234375,6154.548869032202,5947.699617703705,6097.955316213514,17193
2023-11-20,6026.6005859375,6045.134883036339,5962.177979673341,6015.894879701322,6155
2023-11-21,6131.83837890625,6160.310989604459,6036.867010654921,6064.293796710933,11285
2023-11-22,6099.51611328125,6131.838734545824,6072.850136414798,6131.838734545824,11082
