Price,Close,High,Low,Open,Volume
Ticker,BAJAJHLDNG.NS,BAJAJHLDNG.NS,BAJAJHLDNG.NS,BAJAJHLDNG.NS,BAJAJHLDNG.NS
Date,,,,,
2023-10-11,6778.908203125,6989.08458194155,6717.366803939102,6717.366803939102,70547
2023-10-12,6679.408203125,6871.7616141131575,6657.302340412882,6810.269737056917,29503
2023-10-13,6733.95849609375,6744.888344804045,6666.164394242024,6684.035920499466,15812
2023-10-16,6745.18310546875,6758.131318910248,6687.186590567422,6733.958051099486,25560
2023-10-17,6735.6318359375,6774.476957903974,6686.004949729891,6771.424408465091,25456
2023-10-18,6759.75634765625,6769.553930752903,6718.056280076558,6764.630618803265,30829
2023-10-19,6755.916015625,6783.338958348975,6652.378865235256,6717.366580614997,16188
2023-10-20,6947.1865234375,7010.795806265134,6723.274405221677,6755.915865380337,101039
2023-10-23,6990.1669921875,7055.105665824831,6901.252175205831,6971.409366928096,53413
2023-10-25,6750.84521484375,7019.5594797020685,6696.048850061979,6990.216733366321,28693
2023-10-26,6565.3837890625,6729.133425525804,6548.004594830142,6666.164076240611,21099
2023-10-27,6625.79296875,6734.105827505015,6567.845493157633,6663.161097337346,13991
2023-10-30,6690.09130859375,6715.397323669902,6526.243587353551,6685.857452744667,19034
2023-10-31,6820.21435546875,6843.304397844901,6701.16829919588,6707.076272974498,19889
2023-11-01,6637.60888671875,6818.392989938681,6608.069016283865,6778.907933632286,28739
2023-11-02,6744.24755859375,6779.400196373289,6672.564332712214,6672.564332712214,56156
2023-11-03,6816.12744140625,6877.767395685684,6746.068817032568,6754.832215079847,17745
2023-11-06,6892.9814453125,6926.115238516601,6807.266295945398,6918.582667405396,31959
2023-11-07,6956.787109375,6988.739594965124,6892.636453399295,6892.636453399295,28285
2023-11-08,7021.18359375,7025.8116988918855,6967.470457427417,6975.347755852999,14575
2023-11-09,6965.30419921875,7060.02890770312,6941.869428076289,7010.795791191941,17729
2023-11-10,7029.11083984375,7040.335894622196,6907.455516434103,6907.455516434103,14493
2023-11-13,7016.9013671875,7040.336139923798,6943.888265801954,7024.581541568725,23008
2023-11-15,7073.07568359375,7079.722154322773,7001.096771095821,7053.8257273547,21269
2023-11-16,7028.91357421875,7084.645558999751,6928.084246438117,6982.782047283509,21153
2023-11-17,7235.10205078125,7261.885059861271,6999.620138523981,7015.719464611736,62674
2023-11-20,7160.46484375,7244.850602226026,7132.500528252426,7235.10206000797,12074
2023-11-21,7233.32958984375,7242.191550953005,7123.096447951197,7207.728368861455,11430
2023-11-22,7264.1494140625,7355.427806874313,7217.968845677105,7246.13028524606,27197
2023-11-23,7309.73974609375,7325.888112980056,7217.52621029243,7307.080965348781,15089
2023-11-24,7324.75537109375,7373.938965339987,7285.516481612943,7309.739270763354,14344
2023-11-28,7208.41796875,7365.274491198905,7188.035265474867,7306.293311685839,19597
2023-11-29,7197.2421875,7330.663942290341,7133.435775700599,7212.652057854248,17133
2023-11-30,7243.2744140625,7286.500992712189,7099.415156412822,7258.191951693207,57191
2023-12-01,7220.4306640625,7325.8390602280315,7149.190244771064,7293.345201715399,30157
2023-12-04,7729.55029296875,7851.943628956021,7244.209843161194,7283.202567805898,157847
2023-12-05,7591.0078125,7775.878158745987,7512.628597507056,7775.878158745987,65891
2023-12-06,7758.15478515625,7828.065813173269,7601.593468892785,7660.673210878998,43794
2023-12-07,7956.46533203125,8245.414202001366,7680.366113048797,7749.292475601799,151760
2023-12-08,7861.7900390625,7956.465223895505,7798.52548572189,7956.465223895505,27621
2023-12-11,7698.18896484375,7915.700786042805,7650.826608726532,7861.790521328805,64180
2023-12-12,7717.78369140625,7779.3250898131,7636.647607905094,7779.3250898131,26619
2023-12-13,8106.8232421875,8238.325668833348,7703.259761029163,7729.451875804331,53366
2023-12-14,8197.9052734375,8221.93142174679,8034.944119463351,8106.8239972085685,41327
2023-12-15,7847.56201171875,8241.624086900318,7762.832006583079,8197.855651971413,75533
2023-12-18,7773.515625,7916.537833923091,7749.4404377903975,7916.537833923091,39141
2023-12-19,7707.296875,7818.218991613005,7680.366263801188,7818.218991613005,54892
2023-12-20,7748.9482421875,7792.864280718243,7692.182551848996,7739.446346330403,27757
2023-12-21,7624.19189453125,7685.290003911068,7542.513956432899,7657.719456811836,29668
2023-12-22,7717.39013671875,7752.444214382234,7626.21030215112,7626.21030215112,17659
2023-12-26,7770.3642578125,7832.988878505557,7714.829398251545,7756.185216340449,19122
2023-12-27,7799.85546875,7857.605821391642,7710.005026243485,7777.799127515056,11177
2023-12-28,7594.94677734375,8062.858512602142,7559.055642812622,7846.725129446279,87310
2023-12-29,7556.89013671875,7699.912350044707,7503.127473623327,7631.035022979807,52509
2024-01-01,7644.5732421875,7679.381150072438,7581.899583992534,7591.746206828888,17080
2024-01-02,7697.84423828125,7728.565896523018,7637.0903777731555,7690.2131049184945,30786
2024-01-03,7979.11279296875,8094.4658911437145,7592.92850767061,7709.857161764429,86219
2024-01-04,8084.029296875,8119.526184226006,7845.839076688948,7956.072225145055,46150
2024-01-05,7942.38525390625,8148.081127231645,7896.992222404568,8125.433892678615,26527
2024-01-08,7922.39599609375,8003.630638459193,7895.022575589287,7946.225016837809,11458
2024-01-09,7885.52099609375,8185.449250502049,7842.835786146308,8152.955392254361,38473
2024-01-10,7908.75927734375,8011.804100320524,7867.452497757673,7963.949411998005,21386
2024-01-11,7917.8173828125,7984.577777127656,7882.468101394955,7909.497274616008,19415
2024-01-12,7928.05810546875,7993.440071409561,7901.91551188648,7954.102617447848,9367
2024-01-15,8096.68115234375,8123.4641598299895,7957.843764884838,7965.918188245408,33759
2024-01-16,8051.92919921875,8083.09366812257,8015.890459102061,8074.231706493492,14829
2024-01-17,7974.5341796875,8024.998124951768,7934.556792256302,8024.949084151301,21311
2024-01-18,7876.6591796875,8014.954723783794,7768.986251263454,8014.954723783794,33821
2024-01-19,8342.84765625,8369.630666700321,7880.745769521885,7880.745769521885,135675
2024-01-23,7997.62451171875,8271.163512715259,7884.732591759696,8271.163512715259,38548
2024-01-24,8065.3203125,8104.657765916168,7878.283505769814,8074.0832305127,21964
2024-01-25,8069.0126953125,8098.749690390962,8005.304849397113,8097.961191249027,14926
2024-01-29,8120.0673828125,8251.470770150443,8052.125678380474,8066.40328293503,32525
2024-01-30,8125.08984375,8200.170351437264,8076.349055153022,8128.388078142511,34625
2024-01-31,8237.98046875,8264.812517925151,8085.062597327377,8125.08950669395,35250
2024-02-01,8213.955078125,8327.289327713797,8124.744094045307,8327.289327713797,21348
2024-02-02,8331.671875,8354.860482253787,8144.191768996641,8213.955677139687,16462
2024-02-05,8202.5810546875,8389.322641067502,8180.476155728151,8338.907739921699,18949
2024-02-06,8322.8095703125,8349.44449487592,8156.499712810725,8214.84095773335,19163
